ID,TaggingEvent,Date,Crew,Site,Peddle Time (min),Species,TL (mm),High Tag,Reward Tag #,2nd Reward Tag #,Num tagged,Radio Tag Frequency,Code,Combined
1136,2,12/7/22,TJMAX,,,ALB,495,1704,1704,,1,,,
1137,2,12/7/22,TJMAX,,,ALB,440,4095,4095,4094,2,,,
1138,2,12/7/22,TJMAX,,,ALB,445,1703,1703,,1,150.333,J-41,150.333J-41
1139,2,12/7/22,TJMAX,,,ALB,368,1702,1702,,1,,,
1140,2,12/7/22,TJMAX,,,ALB,392,5002,5001,5002,2,,,
1141,2,12/7/22,TJMAX,,,ALB,310,2438,2438,,1,,,
1142,2,12/6/22,TJMAX,181,47:50:00,LMB,366,83,83,,1,,,
1143,2,12/6/22,TJMAX,,,LMB,325,82,82,81,2,,,
1144,2,12/6/22,TJMAX,,,LMB,351,80,80,,1,,,
1145,2,12/6/22,TJMAX,,,LMB,370,1734,1734,,1,,,
1146,2,12/6/22,TJMAX,,,LMB,366,1733,1732,1733,2,,,
1147,2,12/6/22,TJMAX,,,LMB,492,79,79,,1,,,
1148,2,12/6/22,TJMAX,,,LMB,516,78,78,76,2,,,
1149,2,12/6/22,TJMAX,,,LMB,321,1731,1731,,1,,,
1150,2,12/6/22,TJMAX,,,LMB,315,2442,2442,,1,,,
1151,2,12/6/22,TJMAX,,,LMB,360,1730,1730,1729,2,,,
1152,2,12/6/22,TJMAX,,,LMB,326,74,74,,1,,,
1153,2,12/6/22,TJMAX,,,LMB,466,73,73,,1,,,
1154,2,12/6/22,TJMAX,,,LMB,322,72,72,71,2,,,
1155,2,12/6/22,TJMAX,,,LMB,376,2441,2441,,1,,,
1156,2,12/7/22,TJMAX,189,32:10:00,LMB,452,68,68,,1,150.132,I-17,150.132I-17
1157,2,12/7/22,TJMAX,,,LMB,330,69,69,67,2,,,
1158,2,12/7/22,TJMAX,193,42:50:00,LMB,367,66,66,,1,150.333,J36,150.333J36
1159,2,12/7/22,TJMAX,,,LMB,518,65,65,,1,150.222,J39,150.222J39
1160,2,12/7/22,TJMAX,,,LMB,380,64,64,63,2,150.132,J41,150.132J41
1161,2,12/7/22,TJMAX,,,LMB,302,1728,1728,,1,,,
1162,2,12/7/22,TJMAX,,,LMB,374,1727,1727,,1,,,
1163,2,12/7/22,TJMAX,,,LMB,457,1726,1726,1725,2,,,
1164,2,12/7/22,TJMAX,197,36:05:00,LMB,360,1724,1724,,1,,,
1165,2,12/7/22,TJMAX,,,LMB,448,1723,1723,,1,,,
1166,2,12/7/22,TJMAX,,,LMB,491,1722,1721,1722,2,,,
1167,2,12/7/22,TJMAX,,,LMB,505,62,62,,1,150.132,I-19,150.132I-19
1168,2,12/7/22,TJMAX,,,LMB,303,1719,1719,,1,,,
1169,2,12/7/22,TJMAX,,,LMB,489,1718,1717,1718,2,,,
1170,2,12/7/22,TJMAX,,,LMB,427,56,56,,1,150.222,J40,150.222J40
1171,2,12/7/22,TJMAX,,,LMB,303,55,55,,1,,,
1172,2,12/9/22,TJMAX,99,53,LMB,390,4051,4051,4050,2,,,
1173,2,12/9/22,TJMAX,,,LMB,431,5043,5043,,1,150.222,J-34,150.222J-34
1174,2,12/9/22,TJMAX,,,LMB,485,5047,5047,,1,,,
1175,2,12/9/22,TJMAX,,,LMB,411,5049,5048,5049,2,,,
1176,2,12/9/22,TJMAX,,,LMB,459,4149,4149,,1,,,
1177,2,12/9/22,TJMAX,105,42:45:00,LMB,380,4148,4148,,1,,,
1178,2,12/9/22,TJMAX,,,LMB,401,4147,4147,4146,2,,,
1179,2,12/9/22,TJMAX,106,42:33:00,LMB,418,1600,1600,,1,150.333,I-16,150.333I-16
1180,2,12/9/22,MarcusMax,99,53,ALB,377,5044,5044,,1,,,
1181,2,12/9/22,,,,ALB,434,5046,5045,5046,2,150.333,I-19,150.333I-19
1182,2,12/9/22,,,,ALB,406,2430,2430,,1,150.222,L-92,150.222L-92
1183,2,12/9/22,,,,ALB,331,1599,1599,,1,,,
1184,2,12/9/22,,105,42:45:00,ALB,472,2429,2429,,1,,,
1185,2,12/9/22,,106,42:33:00,ALB,355,1594,1594,1593,2,,,
1186,2,12/9/22,,,,ALB,326,1592,1592,,1,,,
1187,2,12/9/22,,,,ALB,330,4145,4144,4145,2,,,
1188,2,12/9/22,,76,45:33:00,ALB,372,4141,4141,,1,,,
1189,2,12/9/22,,,,ALB,334,4140,4140,,1,,,
1190,2,12/9/22,,,,ALB,358,1591,1590,1591,2,,,
1191,2,12/9/22,,,,ALB,486,1589,1589,,1,,,
1192,2,12/9/22,,,,ALB,300,1587,1587,,1,,,
1193,2,12/9/22,,,,ALB,385,1586,1585,1586,2,,,
1194,2,12/9/22,,,,ALB,498,4139,4139,,1,150.333,I-17,150.333I-17
1195,2,12/9/22,,,,ALB,356,2427,2427,,1,,,
1196,2,12/9/22,,,,ALB,330,4138,4138,4137,2,,,
1197,2,12/9/22,,,,ALB,315,4136,4136,,1,,,
1198,2,12/9/22,,,,ALB,328,4135,4135,,1,,,
1199,2,12/9/22,,,,ALB,310,4134,4134,4133,2,,,
1200,2,12/9/22,,,,ALB,400,2426,2426,,1,150.333,I-12,150.333I-12
1201,2,12/9/22,,,,ALB,446,1583,1583,1582,2,150.333,I-11,150.333I-11
1202,2,12/9/22,MarcusMax,106,42:33:00,LMB,446,1598,1598,,1,,,
1203,2,12/9/22,,,,LMB,409,1597,1596,1597,2,,,
1204,2,12/9/22,,,,LMB,467,1595,1595,,1,150.333,I-15,150.333I-15
1205,2,12/9/22,,76,45:33:00,LMB,418,4143,4143,4142,2,,,
1206,2,12/9/22,,,,LMB,405,1588,1588,,1,,,
1207,2,12/9/22,,,,LMB,350,1584,1584,,1,,,
1208,2,12/12/22,MarcusMax,73,54:10:00,LMB,387,4001,4001,,1,,,
1209,2,12/12/22,MarcusMax,,,LMB,365,4002,4002,,1,,,
1210,2,12/12/22,MarcusMax,,,LMB,430,4004,4003,4004,2,,,
1211,2,12/12/22,MarcusMax,,,LMB,379,1615,1615,,1,150.132,L-94,150.132L-94
1212,2,12/12/22,MarcusMax,,,LMB,362,2425,2425,,1,,,
1213,2,12/12/22,MarcusMax,,,LMB,397,1619,1618,1619,2,150.222,I-15,150.222I-15
1214,2,12/12/22,MarcusMax,74,49:03:00,LMB,400,1621,1621,,1,150.132,L-87,150.132L-87
1215,2,12/12/22,MarcusMax,,,LMB,361,1622,1622,,1,,,
1216,2,12/12/22,MarcusMax,,,LMB,392,4007,4006,4007,2,,,
1217,2,12/12/22,MarcusMax,,,LMB,411,4008,4008,,1,,,
1218,2,12/12/22,MarcusMax,,,LMB,376,4010,4010,,1,,,
1219,2,12/12/22,MarcusMax,,,LMB,360,4012,4011,4012,2,,,
1220,2,12/12/22,MarcusMax,,,LMB,475,1629,1629,,1,,,
1221,2,12/12/22,MarcusMax,,,LMB,422,4015,4015,,1,,,
1222,2,12/12/22,MarcusMax,,,LMB,530,4017,4016,4017,2,,,
1223,2,12/12/22,MarcusMax,75,57:54:00,LMB,433,1638,1638,,1,,,
1224,2,12/12/22,MarcusMax,,,LMB,450,1641,1641,,1,150.132,L-90,150.132L-90
1225,2,12/12/22,MarcusMax,119,48:19:00,LMB,480,4027,4026,4027,2,,,
1226,2,12/12/22,MarcusMax,,,LMB,441,4028,4028,,1,,,
1227,2,12/12/22,MarcusMax,,,LMB,403,1645,1645,,1,,,
1228,2,12/12/22,MarcusMax,88,70:53:00,LMB,413,4034,4033,4034,2,,,
1229,2,12/12/22,MarcusMax,,,LMB,425,4035,4035,,1,,,
1230,2,12/12/22,MarcusMax,,,LMB,403,1649,1649,,1,,,
1231,2,12/12/22,MarcusMax,,,LMB,409,1902,1901,1902,2,,,
1232,2,12/15/22,TJ/Natalie ,207,48:53:00,ALB,446,1800,1800,,1,150.132,J-40,150.132J-40
1233,2,12/15/22,TJ/Natalie ,24,29:09:00,ALB,465,4155,4155,,1,,,
1234,2,12/15/22,TJ/Natalie ,,,ALB,428,4158,4158,4157,2,,,
1235,2,12/15/22,TJ/Natalie ,1,62:32:00,ALB,404,4164,4164,,1,,,
1236,2,12/15/22,TJ/Natalie ,,,ALB,424,4163,4163,,1,150.222,I-8,150.222I-8
1237,2,12/15/22,TJ/Natalie ,80,59:07:00,ALB,354,4165,4165,4161,2,150.132,I-18,150.132I-18
1238,2,12/15/22,TJ/Natalie ,77,59:38:00,ALB,444,4167,4167,,1,150.132,L-95,150.132L-95
1239,2,12/15/22,TJ/Natalie ,,,ALB,360,4166,4166,,1,,,
1240,2,12/15/22,TJ/Natalie ,,,ALB,432,4168,4168,4162,2,,,
1241,2,12/15/22,TJ/Natalie ,,,ALB,334,1790,1790,,1,,,
1242,2,12/15/22,TJ/Natalie ,,,ALB,416,1792,1792,,1,,,
1243,2,12/15/22,TJ/Natalie ,,,ALB,463,1789,1789,1291,2,,,
1244,2,12/15/22,TJ/Natalie ,,,ALB,380,1787,1787,,1,,,
1245,2,12/15/22,TJ/Natalie ,207,48:53:00,LMB,541,1799,1799,,1,,,
1246,2,12/15/22,TJ/Natalie ,,,LMB,458,1798,1798,,1,,,
1247,2,12/15/22,TJ/Natalie ,,,LMB,411,1797,1797,1796,2,,,
1248,2,12/15/22,TJ/Natalie ,,,LMB,420,4153,4153,,1,,,
1249,2,12/15/22,TJ/Natalie ,,,LMB,416,4154,4154,,1,,,
1250,2,12/15/22,TJ/Natalie ,24,29:09:00,LMB,442,1795,1795,1794,2,,,
1251,2,12/15/22,TJ/Natalie ,,,LMB,489,2459,2459,,1,,,
1252,2,12/15/22,TJ/Natalie ,,,LMB,445,4156,4156,,1,,,
1253,2,12/15/22,TJ/Natalie ,23,31:33:00,LMB,511,4160,4160,4159,2,,,
1254,2,12/15/22,TJ/Natalie ,1,62:32:00,LMB,453,1793,1793,,1,,,
1255,2,12/15/22,TJ/Natalie ,80,59:07:00,LMB,437,2460,2460,,1,,,
1256,2,12/13/22,TJ/Max,90,56:54:00,ALB,336,4450,4450,,1,,,
1257,2,12/13/22,TJ/Max,,,ALB,479,4453,4452,4453,2,,,
1258,2,12/13/22,TJ/Max,,,ALB,319,1939,1939,,1,,,
1259,2,12/13/22,TJ/Max,,,ALB,367,1940,1940,,1,,,
1260,2,12/13/22,TJ/Max,,,ALB,455,1942,1942,1941,2,,,
1261,2,12/13/22,TJ/Max,91,53:54:00,ALB,436,2402,2402,,1,,,
1262,2,12/13/22,TJ/Max,,,ALB,375,4454,4454,,1,,,
1263,2,12/13/22,TJ/Max,,,ALB,361,4456,4455,4456,2,,,
1264,2,12/13/22,TJ/Max,,,ALB,390,1943,1943,,1,,,
1265,2,12/13/22,TJ/Max,,,ALB,389,4457,4457,,1,,,
1266,2,12/13/22,TJ/Max,,,ALB,385,4459,4459,4458,2,,,
1267,2,12/13/22,TJ/Max,,,ALB,401,4460,4460,,1,,,
1268,2,12/13/22,TJ/Max,,,ALB,357,4461,4461,,1,,,
1269,2,12/13/22,TJ/Max,,,ALB,388,1948,1947,1948,2,,,
1270,2,12/13/22,TJ/Max,,,ALB,458,1949,1949,,1,,,
1271,2,12/13/22,TJ/Max,,,ALB,497,5098,5098,,1,,,
1272,2,12/13/22,TJ/Max,,,ALB,415,4463,4462,4463,2,,,
1273,2,12/13/22,TJ/Max,,,ALB,465,4464,4464,,1,,,
1274,2,12/13/22,TJ/Max,,,ALB,361,4465,4465,,1,,,
1275,2,12/13/22,TJ/Max,,,ALB,361,4467,4466,4467,2,,,
1276,2,12/13/22,TJ/Max,,,ALB,351,5099,5099,,1,,,
1277,2,12/13/22,TJ/Max,85,61:00:00,ALB,462,5097,5097,,1,,,
1278,2,12/13/22,TJ/Max,,,ALB,380,5095,5094,5095,2,,,
1279,2,12/13/22,TJ/Max,,,ALB,457,4472,4472,,1,,,
1280,2,12/13/22,TJ/Max,,,ALB,437,5093,5093,,1,,,
1281,2,12/13/22,TJ/Max,,,ALB,412,5090,5090,5089,2,,,
1282,2,12/13/22,TJ/Max,,,ALB,358,2403,2403,,1,,,
1283,2,12/13/22,TJ/Max,95,63:39:00,LMB,414,4044,4044,,1,,,
1284,2,12/13/22,TJ/Max,,,LMB,412,4045,4045,,1,,,
1285,2,12/13/22,TJ/Max,,,LMB,486,1913,1912,1913,2,,,
1286,2,12/13/22,TJ/Max,96,63:20:00,LMB,474,4048,4048,,1,,,
1287,2,12/13/22,TJ/Max,,,LMB,432,1916,1916,,1,,,
1288,2,12/13/22,TJ/Max,,,LMB,400,519,519,518,2,,,
1289,2,12/13/22,TJ/Max,,,LMB,521,516,516,,1,,,
1290,2,12/13/22,TJ/Max,97,58:14:00,LMB,405,510,510,,1,,,
1291,2,12/13/22,TJ/Max,,,LMB,471,508,508,507,2,,,
1292,2,12/13/22,TJ/Max,,,LMB,510,1931,1931,,1,,,
1293,2,12/13/22,TJ/Max,90,56:54:00,LMB,436,4451,4451,,1,,,
1294,2,12/13/22,TJ/Max,,,LMB,461,1937,1936,1937,2,,,
1295,2,12/13/22,TJ/Max,,,LMB,405,1938,1938,,1,,,
1296,2,12/13/22,TJ/Max,91,53:54:00,LMB,479,1944,1944,,1,,,
1297,2,12/13/22,TJ/Max,,,LMB,436,1946,1945,1946,2,,,
1298,2,12/13/22,TJ/Max,,,LMB,430,1950,1950,,1,,,
1299,2,12/13/22,TJ/Max,85,61:00:00,LMB,433,5096,5096,,1,,,
1300,2,12/13/22,TJ/Max,,,LMB,493,4469,4468,4469,2,,,
1301,2,12/13/22,TJ/Max,,,LMB,447,4470,4470,,1,,,
1302,2,12/13/22,TJ/Max,,,LMB,467,4471,4471,,1,,,
1303,2,12/13/22,TJ/Max,,,LMB,465,5092,5092,5091,2,,,
1304,2,12/12/22,MarcusMax,73,59:10:00,ALB,473,4000,4000,,1,,,
1305,2,12/12/22,MarcusMax,73,59:10:00,ALB,305,1613,1613,,1,,,
1306,2,12/12/22,MarcusMax,73,59:10:00,ALB,409,1614,1614,,1,,,
1307,2,12/12/22,MarcusMax,73,59:10:00,ALB,395,1617,1616,1617,2,,,
1308,2,12/12/22,MarcusMax,73,59:10:00,ALB,308,4005,4005,,1,,,
1309,2,12/12/22,MarcusMax,74,49:03:00,ALB,304,1620,1620,,1,,,
1310,2,12/12/22,MarcusMax,74,49:03:00,ALB,340,1624,1623,1624,2,,,
1311,2,12/12/22,MarcusMax,74,49:03:00,ALB,477,2424,2424,,1,150.222,L-84,150.222L-84
1312,2,12/12/22,MarcusMax,74,49:03:00,ALB,332,4009,4009,,1,,,
1313,2,12/12/22,MarcusMax,74,49:03:00,ALB,340,1626,1625,1626,2,,,
1314,2,12/12/22,MarcusMax,74,49:03:00,ALB,437,1627,1627,,1,150.222,J-37,150.222J-37
1315,2,12/12/22,MarcusMax,74,49:03:00,ALB,330,1628,1628,,1,,,
1316,2,12/12/22,MarcusMax,74,49:03:00,ALB,418,1631,1630,1631,2,,,
1317,2,12/12/22,MarcusMax,74,49:03:00,ALB,473,4013,4013,,1,,,
1318,2,12/12/22,MarcusMax,74,49:03:00,ALB,389,4014,4014,,1,150.132,L-88,150.132L-88
1319,2,12/12/22,MarcusMax,74,49:03:00,ALB,336,1633,1632,1633,2,,,
1320,2,12/12/22,MarcusMax,74,49:03:00,ALB,385,2423,2423,,1,,,
1321,2,12/12/22,MarcusMax,75,57:54:00,ALB,373,1634,1634,,1,,,
1322,2,12/12/22,MarcusMax,75,57:54:00,ALB,350,1635,1635,,1,,,
1323,2,12/12/22,MarcusMax,75,57:54:00,ALB,334,1637,1636,1637,2,,,
1324,2,12/12/22,TJ/Max,75,57:54:00,ALB,310,4019,4019,,1,,,
1325,2,12/12/22,TJ/Max,75,57:54:00,ALB,344,4020,4020,4018,2,,,
1326,2,12/12/22,TJ/Max,75,57:54:00,ALB,338,2422,2422,,1,,,
1327,2,12/12/22,TJ/Max,75,57:54:00,ALB,486,4021,4021,,1,,,
1328,2,12/12/22,TJ/Max,75,57:54:00,ALB,361,4023,4022,4023,2,150.222,I-09,150.222I-09
1329,2,12/12/22,TJ/Max,75,57:54:00,ALB,428,4024,4024,,1,150.333,L-87,150.333L-87
1330,2,12/12/22,TJ/Max,75,57:54:00,ALB,375,4025,4025,,1,,,
1331,2,12/12/22,TJ/Max,75,57:54:00,ALB,346,1640,1639,1640,2,,,
1332,2,12/12/22,TJ/Max,119,48:19:00,ALB,346,2421,2421,,1,,,
1333,2,12/12/22,TJ/Max,119,48:19:00,ALB,487,4029,4029,,1,,,
1334,2,12/12/22,TJ/Max,119,48:19:00,ALB,445,1643,1642,1643,2,,,
1335,2,12/12/22,TJ/Max,119,48:19:00,ALB,508,1644,1644,,1,150.132,L-93,150.132L-93
1336,2,12/12/22,TJ/Max,119,48:19:00,ALB,412,4030,4030,,1,,,
1337,2,12/12/22,TJ/Max,88,70:53:00,ALB,304,4032,4031,4032,2,,,
1338,2,12/12/22,TJ/Max,88,70:53:00,ALB,430,4036,4036,,1,,,
1339,2,12/12/22,TJ/Max,88,70:53:00,ALB,378,1650,1650,,1,,,
1340,2,12/12/22,TJ/Max,88,70:53:00,ALB,355,1647,1646,1647,2,,,
1341,2,12/12/22,TJ/Max,88,70:53:00,ALB,345,1648,1648,,1,,,
1342,2,12/12/22,TJ/Max,88,70:53:00,ALB,320,4037,4037,,1,,,
1343,2,12/12/22,TJ/Max,88,70:53:00,ALB,423,4039,4038,4039,2,,,
1344,2,12/12/22,TJ/Max,88,70:53:00,ALB,359,2419,2419,,1,,,
1345,2,12/12/22,TJ/Max,88,70:53:00,ALB,310,1903,1903,,1,,,
1346,2,12/12/22,TJ/Max,88,70:53:00,ALB,327,1905,1904,1905,2,,,
1347,2,12/12/22,TJ/Max,88,70:53:00,ALB,434,4040,4040,,1,,,
1348,2,12/12/22,TJ/Max,88,70:53:00,ALB,452,4041,4041,,1,,,
1349,2,12/12/22,TJ/Max,88,70:53:00,ALB,321,4043,4042,4043,2,,,
1350,2,12/12/22,TJ/Max,88,70:53:00,ALB,340,2420,2420,,1,,,
1351,2,12/12/22,TJ/Max,88,70:53:00,ALB,394,1906,1906,,1,,,
1352,2,12/12/22,TJ/Max,88,70:53:00,ALB,380,1908,1907,1908,2,,,
1353,2,12/12/22,TJ/Max,88,70:53:00,ALB,327,1909,1909,,1,,,
1354,2,12/12/22,TJ/Max,88,70:53:00,ALB,328,1910,1910,,1,,,
1355,2,12/13/22,TJ/Max,95,63:34:00,ALB,413,4047,4046,4047,2,150.132,L-86,150.132L-86
1356,2,12/13/22,TJ/Max,95,63:34:00,ALB,396,1911,1911,,1,,,
1357,2,12/13/22,TJ/Max,95,63:34:00,ALB,344,4049,4049,,1,,,
1358,2,12/13/22,TJ/Max,96,63:20:00,ALB,435,523,523,522,2,,,
1359,2,12/13/22,TJ/Max,96,63:20:00,ALB,408,521,521,,1,,,
1360,2,12/13/22,TJ/Max,96,63:20:00,ALB,408,520,520,,1,,,
1361,2,12/13/22,TJ/Max,96,63:20:00,ALB,455,1915,1914,1915,2,,,
1362,2,12/13/22,TJ/Max,96,63:20:00,ALB,390,2418,2418,,1,,,
1363,2,12/13/22,TJ/Max,96,63:20:00,ALB,492,517,517,,1,,,
1364,2,12/13/22,TJ/Max,96,63:20:00,ALB,314,1918,1917,1918,2,,,
1365,2,12/13/22,TJ/Max,96,63:20:00,ALB,440,1919,1919,,1,,,
1366,2,12/13/22,TJ/Max,96,63:20:00,ALB,336,1920,1920,,1,,,
1367,2,12/13/22,TJ/Max,96,63:20:00,ALB,331,1923,1921,1923,2,,,
1368,2,12/13/22,TJ/Max,96,63:20:00,ALB,468,515,515,,1,150.132,L-89,150.132L-89
1369,2,12/13/22,TJ/Max,96,63:20:00,ALB,305,514,514,,1,,,
1370,2,12/13/22,TJ/Max,97,58:14:00,ALB,435,513,513,512,2,,,
1371,2,12/13/22,TJ/Max,97,58:14:00,ALB,309,511,511,,1,,,
1372,2,12/13/22,TJ/Max,97,58:14:00,ALB,377,509,509,,1,,,
1373,2,12/13/22,TJ/Max,97,58:14:00,ALB,449,1925,1925,1924,2,150.132,L-91,150.132L-91
1374,2,12/13/22,TJ/Max,97,58:14:00,ALB,314,1922,1922,,1,,,
1375,2,12/13/22,TJ/Max,97,58:14:00,ALB,344,1926,1926,,1,,,
1376,2,12/13/22,TJ/Max,97,58:14:00,ALB,422,1928,1927,1928,2,,,
1377,2,12/13/22,TJ/Max,97,58:14:00,ALB,461,1929,1929,,1,,,
1378,2,12/13/22,TJ/Max,97,58:14:00,ALB,387,2401,2401,,1,,,
1379,2,12/13/22,TJ/Max,97,58:14:00,ALB,307,506,506,505,2,,,
1380,2,12/13/22,TJ/Max,97,58:14:00,ALB,387,504,504,,1,,,
1381,2,12/13/22,TJ/Max,97,58:14:00,ALB,468,1930,1930,,1,,,
1382,2,12/13/22,TJ/Max,97,58:14:00,ALB,334,1933,1932,1933,2,,,
1383,2,12/13/22,TJ/Max,97,58:14:00,ALB,335,501,501,,1,,,
1384,2,12/13/22,TJ/Max,97,58:14:00,ALB,323,502,502,,1,,,
1385,2,12/13/22,TJ/Max,97,58:14:00,ALB,417,1935,1935,1934,2,,,
1386,2,12/13/22,TJ/Max,97,58:14:00,ALB,350,503,503,,1,,,
1387,2,12/12/22,MarcusNatalie,26,48:54:00,LMB,441,1581,1581,1568,2,,,
1388,2,12/12/22,MarcusNatalie,27,58:01:00,LMB,524,2451,2451,,1,,,
1389,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,487,2452,2452,,1,,,
1390,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,482,4126,4126,4125,2,,,
1391,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,430,1557,1557,,1,,,
1392,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,402,4123,4123,,1,,,
1393,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,544,1558,1556,1558,2,,,
1394,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,472,2453,2453,,1,150.132,L-92,150.132L-92
1395,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,369,4117,4117,,1,150.333,L-93,150.333L-93
1396,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,428,4124,4124,1422,2,,,
1397,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,419,1559,1559,,1,,,
1398,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,361,4121,4121,,1,,,
1399,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,352,4120,4120,4119,2,,,
1400,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,389,4116,4116,,1,150.222,I-11,150.222I-11
1401,2,12/12/22,MarcusNatalie,203,32:33:00,LMB,455,4118,4118,,1,,,
1402,2,12/12/22,MarcusNatalie,31,63,LMB,482,4101,4101,4100,2,,,
1403,2,12/12/22,MarcusNatalie,31,63,LMB,545,1580,1580,,1,,,
1404,2,12/12/22,MarcusNatalie,31,63,LMB,414,1579,1579,,1,,,
1405,2,12/12/22,MarcusNatalie,31,63,LMB,431,1578,1578,,1,,,
1406,2,12/12/22,MarcusNatalie,31,63,LMB,441,1576,1576,,1,,,
1407,2,12/12/22,MarcusNatalie,31,63,LMB,515,1574,1574,1573,2,,,
1408,2,12/12/22,MarcusNatalie,31,63,LMB,520,2454,2454,,1,,,
1409,2,12/12/22,MarcusNatalie,31,63,LMB,450,1572,1572,,1,,,
1410,2,12/13/22,MarcustNatalie,102,18,LMB,522,4152,4152,,1,,,
1411,2,12/13/22,MarcusNatalie,31,63,ALB,380,2457,2457,,1,,,
1412,2,12/13/22,MarcusNatalie,31,63,ALB,312,1570,1570,1569,2,,,
1413,2,12/13/22,MarcusNatalie,31,63,ALB,303,1567,1567,,1,,,
1414,2,12/13/22,MarcusNatalie,31,63,ALB,378,4238,4238,,1,,,
1415,2,12/13/22,MarcusNatalie,31,63,ALB,317,4237,4237,4236,2,,,
1416,2,12/13/22,MarcusNatalie,31,63,ALB,306,4235,4235,,1,,,
1417,2,12/13/22,MarcusNatalie,31,63,ALB,305,2458,2458,,1,,,
1418,2,12/13/22,MarcusNatalie,31,63,ALB,320,4234,4234,4233,2,,,
1419,2,12/13/22,MarcusNatalie,31,63,ALB,440,1563,1563,,1,,,
1420,2,12/13/22,MarcusNatalie,31,63,ALB,414,4232,4232,,1,,,
1421,2,12/13/22,MarcusNatalie,102,18,ALB,454,1561,1560,1561,2,,,
1422,2,12/13/22,MarcusNatalie,31,63,ALB,309,4231,4231,,1,,,
1423,2,12/13/22,MarcusNatalie,102,18,ALB,473,1565,1565,,1,,,
1424,2,12/13/22,MarcusNatalie,102,18,ALB,406,1564,1562,1564,2,,,
1425,2,12/13/22,MarcusNatalie,102,18,ALB,442,4150,4150,,1,,,
1426,2,12/13/22,MarcusNatalie,102,18,ALB,490,4151,4151,,1,,,
1427,2,12/13/22,MarcusNatalie,27,58:01:00,ALB,514,1555,1555,,1,150.222,L-90,150.222L-90
1428,2,12/13/22,MarcusNatalie,27,58:01:00,ALB,484,4130,4130,,1,,,
1429,2,12/13/22,MarcusNatalie,27,58:01:00,ALB,316,4129,4129,,1,,,
1430,2,12/13/22,MarcusNatalie,27,58:01:00,ALB,360,4128,4127,4128,2,,,
1431,2,12/13/22,MarcusNatalie,27,58:01:00,ALB,363,1551,1551,,1,,,
1432,2,12/13/22,MarcusNatalie,27,58:01:00,ALB,333,1552,1552,,1,,,
1433,2,12/12/22,MarcusNatalie,201,10ish,ALB,448,4115,4115,4114,2,,,
1434,2,12/12/22,MarcusNatalie,201,10ish,ALB,313,4113,4113,,1,,,
1435,2,12/12/22,MarcusNatalie,201,10ish,ALB,304,4112,4112,,1,,,
1436,2,12/13/22,MarcusNatalie,31,63,ALB,449,4111,4111,,1,,,
1437,2,12/13/22,MarcusNatalie,31,63,ALB,410,4110,4110,,1,,,
1438,2,12/13/22,MarcusNatalie,31,63,ALB,425,4109,4109,4108,2,,,
1439,2,12/13/22,MarcusNatalie,31,63,ALB,404,4107,4107,,1,,,
1440,2,12/13/22,MarcusNatalie,31,63,ALB,336,4106,4106,,1,,,
1441,2,12/13/22,MarcusNatalie,31,63,ALB,422,4105,4105,,1,,,
1442,2,12/13/22,MarcusNatalie,31,63,ALB,374,4104,4104,,1,,,
1443,2,12/13/22,MarcusNatalie,31,63,ALB,336,4103,4103,4102,2,,,
1444,2,12/13/22,MarcusNatalie,31,63,ALB,458,1577,1577,,1,,,
1445,2,12/13/22,MarcusNatalie,31,63,ALB,361,4249,4249,4248,2,,,
1446,2,12/13/22,MarcusNatalie,31,63,ALB,380,4247,4247,,1,,,
1447,2,12/13/22,MarcusNatalie,31,63,ALB,453,4246,4246,,1,,,
1448,2,12/13/22,MarcusNatalie,31,63,ALB,414,4245,4245,4244,2,,,
1449,2,12/13/22,MarcusNatalie,31,63,ALB,439,2455,2455,,1,,,
1450,2,12/13/22,MarcusNatalie,31,63,ALB,333,4243,4243,4242,2,,,
1451,2,12/13/22,MarcusNatalie,31,63,ALB,422,4241,4241,,1,,,
1452,2,12/13/22,MarcusNatalie,31,63,ALB,473,2456,2456,,1,,,
1453,2,12/13/22,MarcusNatalie,31,63,ALB,414,4240,4240,4239,2,,,
1454,2,12/12/22,MarcusNatalie,26,48:54:00,ALB,396,4132,4132,,1,,,
1455,2,12/12/22,MarcusNatalie,27,58:01:00,ALB,415,1533,1533,,1,150.132,I-20,150.132I-20
1456,2,1/2/23,NATMAX,88,29:24:00,LMB,352,2416,2416,,1,150.333,I-21,150.333I-21
1457,2,1/2/23,NATMAX,88,29:24:00,LMB,378,2415,2415,,1,150.132,I-22,150.132I-22
1458,2,1/2/23,NATMAX,91,43,LMB,389,2414,2414,,1,150.132,I-23,150.132I-23
1459,2,1/2/23,NATMAX,91,43,LMB,372,5086,5086,,1,150.333,I-24,150.333I-24
