ID,TaggingEvent,Date,Crew,Site,Peddle Time (min),Species,TL (mm),High Tag,Reward Tag #,2nd Reward Tag #,Num tagged,Radio Tag Frequency,Code,Combined
1,1,1/25/22,NCAT,126,53,ALB,445,242,242,241,2,148.011,,
2,1,1/19/22,NCAT,52,37,LMB,428,1018,1007,1018,2,148.021,,
3,1,1/17/22,NCAT,54,45,LMB,460,277,277,NA,1,148.031,,
4,1,1/27/22,TJMAX,61,21:49,ALB,450,1392,1392,NA,1,148.041,,
5,1,1/17/22,NCAT,3,43,ALB,459,296,293,296,2,148.053,,
6,1,1/17/22,TJMAX,27,50:15:00,LMB,415,935,935,NA,1,148.062,,
7,1,1/19/22,TJMAX,75,50:27:00,LMB,371,2035,2035,NA,1,148.072,,
8,1,1/11/22,TJMAX,60,70,ALB,365,680,680,NA,1,148.081,,
9,1,1/25/22,NCAT,128,68,ALB,419,231,231,NA,1,148.092,,
10,1,1/25/22,NCAT,128,68,ALB,477,1066,1056,1066,2,148.103,,
11,1,1/17/22,TJMAX,24,34:40:00,LMB,413,1261,1261,NA,1,148.112,,
12,1,1/25/22,NCAT,96,23,ALB,465,433,433,429,2,148.122,,
13,1,1/14/22,TJMAX,184,38:40:00,ALB,500,936,936,NA,1,148.132,,
14,1,1/26/22,NCAT,88,120,ALB,434,2282,2282,NA,1,148.141,,
15,1,1/18/22,TJMAX,58,45:25:00,LMB,423,949,949,905,2,148.152,,
16,1,1/18/22,NCAT,39,43,LMB,478,1050,1050,NA,1,148.162,,
17,1,1/14/22,TJMAX,17,43:30:00,LMB,440,1290,1290,NA,1,148.172,,
18,1,1/17/22,TJMAX,152,34:42:00,LMB,434,1272,1272,NA,1,148.182,,
19,1,1/18/22,TJMAX,33,49:22:00,ALB,421,779,755,779,2,148.193,,
20,1,1/18/22,NCAT,39,43,LMB,420,1005,1004,1005,2,148.203,,
21,1,1/19/22,NCAT,50,37,LMB,395,2317,2317,NA,1,148.211,,
22,1,1/25/22,NCAT,125,46,ALB,387,240,240,NA,1,148.221,,
23,1,1/12/22,TJMAX,64,40:41:00,LMB,436,602,602,NA,1,148.232,,
24,1,1/26/22,NCAT,88,120,ALB,417,1192,1065,1192,2,148.251,,
25,1,1/17/22,TJMAX,25,41:47:00,LMB,363,1289,1289,NA,1,148.261,,
26,1,1/25/22,NCAT,128,68,ALB,397,226,226,NA,1,148.291,,
27,1,1/20/22,NCAT,127,65,ALB,468,2338,2338,2321,2,148.311,,
28,1,1/18/22,NCAT,55,30,LMB,472,447,447,NA,1,148.323,,
29,1,1/26/22,NCAT,90,111,ALB,443,2262,2252,2262,2,148.332,,
30,1,1/13/22,TJMAX,70,39:53:00,LMB,416,1252,1252,NA,1,148.343,,
31,1,1/25/22,NCAT,125,46,ALB,358,1177,1177,1162,2,148.352,,
32,1,1/25/22,NCAT,128,108,ALB,412,237,236,237,2,148.361,,
33,1,1/26/22,NCAT,90,111,ALB,390,362,362,NA,1,148.575,,
34,1,1/20/22,NCAT,127,1:05,LMB,484,1026,1022,1026,2,148.585,,
35,1,1/14/22,NCAT,8,28,ALB,527,2268,2268,NA,1,148.594,,
36,1,1/13/22,NCAT,85,35,LMB,452,498,498,NA,1,148.605,,
37,1,1/17/22,NCAT,3,43,LMB,437,275,275,273,2,148.621,,
38,1,1/26/22,TJMAX,66,23:19,ALB,460,954,954,NA,1,148.652,,
39,1,1/18/22,NCAT,34,47,ALB,385,1041,1041,NA,1,148.681,,
40,1,1/11/22,TJMAX,60,70,LMB,485,1247,1247,NA,1,148.711,,
41,1,1/13/22,TJMAX,160,40:57:00,LMB,405,614,614,NA,1,148.741,,
42,1,1/13/22,NCAT,136,20,LMB,411,1060,1060,NA,1,148.801,,
43,1,1/19/22,NCAT,45,30,LMB,418,1043,1043,NA,1,148.831,,
44,1,1/20/22,NCAT,91,43,ALB,384,444,444,NA,1,148.861,,
45,1,1/13/22,NCAT,86,35,ALB,457,493,493,483,2,148.89,,
46,1,1/14/22,NCAT,11,40,ALB,413,259,259,NA,1,148.954,,
47,1,1/11/22,TJMAX,174,40:14:00,LMB,441,1212,1212,NA,1,148.982,,
48,1,1/25/22,NCAT,126,53,ALB,444,1187,1187,NA,1,149.001,,
49,1,1/11/22,NCAT,122,46,LMB,488,632,632,NA,1,149.212,,
50,1,1/27/22,NCAT,35,120,ALB,380,1175,1129,1175,2,149.713,,
51,1,1/21/22,NCAT,35,47,LMB,532,416,416,NA,1,149.241,,
52,1,1/26/22,NCAT,88,120,ALB,446,222,222,NA,1,149.264,,
53,1,1/24/22,TJMAX,200,NA,ALB,490,1305,1305,NA,1,149.272,,
54,1,1/26/22,TJMAX,66,23:19,ALB,386,977,977,NA,1,149.291,,
55,1,1/25/22,NCAT,128,68,ALB,425,230,230,NA,1,149.313,,
56,1,1/21/22,NCAT,40,1:15,LMB,455,1035,1035,NA,1,149.334,,
57,1,1/26/22,NCAT,90,111,ALB,374,1176,1176,missing,1,149.351,,
58,1,1/13/22,TJMAX,70,39:53:00,LMB,464,1255,1255,NA,1,149.363,,
59,1,1/11/22,TJMAX,171,40,LMB,519,1206,1206,NA,1,149.372,,
60,1,1/21/22,TJMAX,130,38:45:00,LMB,382,866,866,NA,1,149.383,,
61,1,1/20/22,NCAT,115,27,ALB,419,2302,2302,NA,1,149.393,,
62,1,1/26/22,TJMAX,7,42:15:00,ALB,380,1338,1338,NA,1,149.412,,
63,1,1/25/22,TJMAX,83,38:07:00,ALB,435,978,964,978,2,149.421,,
64,1,1/21/22,TJMAX,132,34:20:00,ALB,416,1282,1282,NA,1,149.432,,
65,1,1/26/22,TJMAX,66,33:39:00,ALB,472,1348,1344,1348,2,149.442,,
66,1,1/26/22,TJMAX,11,20:50,ALB,479,1349,1349,NA,1,149.453,,
67,1,1/19/22,TJMAX,145,37:51:00,LMB,398,827,827,NA,1,149.473,,
68,1,1/26/22,TJMAX,66,33:39:00,ALB,393,969,969,963,2,149.483,,
69,1,1/21/22,NCAT,40,115,ALB,497,395,395,NA,1,149.493,,
70,1,1/25/22,NCAT,91,47,ALB,424,1082,1082,NA,1,149.503,,
71,1,1/26/22,TJMAX,7,12:41,LMB,504,2022,2022,NA,1,149.513,,
72,1,1/27/22,NCAT,41,26,ALB,439,1158,1158,1067,2,149.534,,
73,1,1/13/22,NCAT,86,35,LMB,491,477,452,477,2,149.542,,
74,1,1/12/22,NCAT,88,46,LMB,387,1232,1232,NA,1,149.556,,
75,1,1/14/22,NCAT,9,35,LMB,512,1053,1053,NA,1,149.564,,
76,1,1/19/22,TJMAX,149,35:02:00,LMB,355,2015,2015,NA,1,149.573,,
77,1,1/26/22,NCAT,83,16,ALB,416,555,555,NA,1,149.595,,
78,1,1/12/22,NCAT,88,46,ALB,445,1220,1220,NA,1,149.604,,
79,1,1/18/22,TJMAX,33,49:22:00,LMB,532,930,916,930,2,149.613,,
80,1,1/13/22,TJMAX,71,41:34:00,LMB,494,1238,1238,NA,1,149.623,,
81,1,1/12/22,NCAT,126,46,ALB,464,2237,2237,NA,1,149.632,,
82,1,1/17/22,TJMAX,192,35:30:00,ALB,392,754,754,NA,1,149.645,,
83,1,1/21/22,TJMAX,130,38:45:00,LMB,388,909,909,NA,1,149.653,,
84,1,1/28/22,NCAT,183,105,LMB,531,245,245,NA,1,149.664,,
85,1,1/14/22,TJMAX,16,36:27:00,LMB,356,1275,1275,NA,1,149.673,,
86,1,1/14/22,NCAT,11,40,LMB,459,254,254,NA,1,149.684,,
87,1,1/14/22,TJMAX,190,NA,LMB,355,904,904,NA,1,149.693,,
88,1,1/14/22,TJMAX,13,37:16:00,LMB,447,1298,1298,NA,1,149.704,,
89,1,1/26/22,NCAT,90,111,ALB,415,1074,1074,NA,1,149.721,,
90,1,1/21/22,TJMAX,82,36:20:00,LMB,372,2007,2007,NA,1,149.732,,
91,1,1/26/22,NCAT,90,111,ALB,483,1064,1064,NA,1,149.742,,
92,1,1/12/22,TJMAX,163,45,LMB,412,1237,1237,NA,1,149.753,,
93,1,1/12/22,NCAT,88,46,LMB,506,1224,1224,NA,1,149.761,,
94,1,1/26/22,NCAT,88,120,ALB,405,1193,1193,NA,1,149.772,,
95,1,1/19/22,TJMAX,80,33:22:00,LMB,360,1339,1339,NA,1,149.781,,
96,1,1/13/22,TJMAX,155,34:24:00,LMB,450,1245,1245,NA,1,149.794,,
97,1,1/25/22,NCAT,91,47,ALB,466,2279,2279,NA,1,149.802,,
98,1,1/27/22,TJMAX,61,28:27:00,ALB,430,1337,1337,NA,1,148.24,,
99,1,1/22/22,TJMAX,67,41:37:00,LMB,391,945,854,945,2,148.3,,
100,1,1/14/22,NCAT,201,45,LMB,459,488,455,488,2,148.77,,
101,1,1/11/22,TJMAX,60,70,ALB,330,682,680,682,2,NA,,
102,1,1/11/22,TJMAX,170,45,ALB,415,1243,1243,NA,1,NA,,
103,1,1/11/22,TJMAX,174,40:14:00,ALB,330,651,651,NA,1,NA,,
104,1,1/11/22,TJMAX,175,43:20:00,ALB,325,684,684,661,2,NA,,
105,1,1/12/22,TJMAX,62,40:21:00,ALB,421,1249,1249,NA,1,NA,,
106,1,1/13/22,TJMAX,159,NA,ALB,470,606,606,NA,1,NA,,
107,1,1/14/22,TJMAX,16,36:27:00,ALB,510,919,770,919,2,NA,,
108,1,1/14/22,TJMAX,17,43:40:00,ALB,460,1291,1291,NA,1,NA,,
109,1,1/14/22,TJMAX,185,29:30:00,ALB,445,831,831,NA,1,NA,,
110,1,1/14/22,TJMAX,185,29:30:00,ALB,420,1284,1284,1273,2,NA,,
111,1,1/14/22,TJMAX,186,NA,ALB,410,769,769,NA,1,NA,,
112,1,1/14/22,TJMAX,190,NA,ALB,444,771,771,NA,1,NA,,
113,1,1/14/22,TJMAX,191,33:36:00,ALB,324,950,950,819,2,NA,,
114,1,1/14/22,TJMAX,191,33:36:00,ALB,306,1262,1262,NA,1,NA,,
115,1,1/17/22,TJMAX,192,35:30:00,ALB,370,1295,1295,NA,1,NA,,
116,1,1/17/22,TJMAX,24,34:40:00,ALB,472,940,940,921,2,NA,,
117,1,1/17/22,TJMAX,25,41:47:00,ALB,457,937,937,NA,1,NA,,
118,1,1/17/22,TJMAX,25,41:47:00,ALB,450,1216,1216,NA,1,NA,,
119,1,1/18/22,TJMAX,31,41:43:00,ALB,430,884,788,884,2,NA,,
120,1,1/18/22,TJMAX,33,49:22:00,ALB,375,1326,1326,NA,1,NA,,
121,1,1/18/22,TJMAX,33,49:22:00,ALB,380,932,932,NA,1,NA,,
122,1,1/19/22,TJMAX,149,35:02:00,ALB,473,875,875,NA,1,NA,,
123,1,1/19/22,TJMAX,149,35:02:00,ALB,415,2009,2009,NA,1,NA,,
124,1,1/20/22,TJMAX,11,43:32:00,ALB,413,1314,1297,1314,2,NA,,
125,1,1/20/22,TJMAX,8,40:00:00,ALB,443,820,820,NA,1,NA,,
126,1,1/20/22,TJMAX,14,45:10:00,ALB,465,807,807,NA,1,NA,,
127,1,1/20/22,TJMAX,14,45:10:00,ALB,420,812,762,812,2,NA,,
128,1,1/21/22,TJMAX,132,34:20:00,ALB,486,1317,1317,NA,1,NA,,
129,1,1/11/22,NCAT,122,46,ALB,417,1202,1202,NA,1,NA,,
130,1,1/11/22,NCAT,122,46,ALB,403,687,687,NA,1,NA,,
131,1,1/11/22,NCAT,102,35,ALB,425,635,621,635,2,NA,,
132,1,1/11/22,NCAT,102,35,ALB,323,625,625,NA,1,NA,,
133,1,1/12/22,NCAT,97,32,ALB,432,639,639,NA,1,NA,,
134,1,1/12/22,NCAT,97,32,ALB,377,630,630,NA,1,NA,,
135,1,1/12/22,NCAT,97,32,ALB,339,640,640,629,2,NA,,
136,1,1/12/22,NCAT,97,32,ALB,435,1997,1997,NA,1,NA,,
137,1,1/12/22,NCAT,97,32,ALB,311,1993,1993,NA,1,NA,,
138,1,1/12/22,NCAT,126,46,ALB,420,638,628,638,2,NA,,
139,1,1/12/22,NCAT,126,46,ALB,382,1998,1998,NA,1,NA,,
140,1,1/12/22,NCAT,126,46,ALB,358,637,637,631,2,NA,,
141,1,1/12/22,NCAT,126,46,ALB,362,2236,2236,NA,1,NA,,
142,1,1/12/22,NCAT,126,46,ALB,305,663,663,NA,1,NA,,
143,1,1/12/22,NCAT,126,46,ALB,355,697,697,694,2,NA,,
144,1,1/12/22,NCAT,88,46,ALB,366,1228,1228,NA,1,NA,,
145,1,1/12/22,NCAT,88,46,ALB,445,1234,1234,NA,1,NA,,
146,1,1/12/22,NCAT,88,46,ALB,436,1227,1227,1223,2,NA,,
147,1,1/12/22,NCAT,88,46,ALB,310,1219,1219,NA,1,NA,,
148,1,1/12/22,NCAT,88,46,ALB,386,693,662,693,2,NA,,
149,1,1/12/22,NCAT,88,46,ALB,407,1231,1231,NA,1,NA,,
150,1,1/12/22,NCAT,133,30,ALB,436,1226,1226,NA,1,NA,,
151,1,1/12/22,NCAT,133,30,ALB,401,1230,1229,1230,2,NA,,
152,1,1/12/22,NCAT,133,30,ALB,410,2250,2250,NA,1,NA,,
153,1,1/12/22,NCAT,133,30,ALB,396,2248,2248,NA,1,NA,,
154,1,1/13/22,NCAT,83,41,ALB,465,1078,1078,NA,1,NA,,
155,1,1/13/22,NCAT,83,41,ALB,463,2251,2251,NA,1,NA,,
156,1,1/13/22,NCAT,83,41,ALB,402,466,456,466,2,NA,,
157,1,1/13/22,NCAT,83,41,ALB,420,1076,1076,NA,1,NA,,
158,1,1/13/22,NCAT,83,41,ALB,434,468,468,NA,1,NA,,
159,1,1/14/22,NCAT,201,45,ALB,381,485,469,485,2,NA,,
160,1,1/14/22,NCAT,202,35,ALB,365,500,500,NA,1,NA,,
161,1,1/14/22,NCAT,11,40,ALB,365,491,486,491,2,NA,,
162,1,1/14/22,NCAT,11,40,ALB,434,1089,1089,NA,1,NA,,
163,1,1/14/22,NCAT,11,40,ALB,402,1086,1086,NA,1,NA,,
164,1,1/14/22,NCAT,11,40,ALB,366,490,487,490,2,NA,,
165,1,1/14/22,NCAT,11,40,ALB,384,688,688,NA,1,NA,,
166,1,1/14/22,NCAT,8,28,ALB,415,285,285,256,2,NA,,
167,1,1/14/22,NCAT,6,22,ALB,387,282,282,NA,1,NA,,
168,1,1/14/22,NCAT,6,22,ALB,494,278,272,278,2,NA,,
169,1,1/17/22,NCAT,4,32,ALB,361,290,290,NA,1,NA,,
170,1,1/17/22,NCAT,4,32,ALB,372,269,269,268,2,NA,,
171,1,1/17/22,NCAT,3,43,ALB,355,251,251,NA,1,NA,,
172,1,1/17/22,NCAT,3,43,ALB,465,263,263,NA,1,NA,,
173,1,1/17/22,NCAT,3,43,ALB,475,1068,1068,NA,1,NA,,
174,1,1/17/22,NCAT,3,43,ALB,442,255,255,NA,1,NA,,
175,1,1/17/22,NCAT,3,43,ALB,444,300,300,299,2,NA,,
176,1,1/17/22,NCAT,3,43,ALB,339,289,289,NA,1,NA,,
177,1,1/17/22,NCAT,3,43,ALB,504,1075,1075,NA,1,NA,,
178,1,1/18/22,NCAT,34,47,ALB,492,387,369,387,2,NA,,
179,1,1/18/22,NCAT,34,47,ALB,481,2319,2319,NA,1,NA,,
180,1,1/18/22,NCAT,34,47,ALB,328,368,368,367,2,NA,,
181,1,1/18/22,NCAT,34,47,ALB,396,371,371,NA,1,NA,,
182,1,1/18/22,NCAT,33,32,ALB,431,381,381,NA,1,NA,,
183,1,1/18/22,NCAT,178,36,ALB,350,449,418,449,2,NA,,
184,1,1/19/22,NCAT,90,23,ALB,406,1027,1027,NA,1,NA,,
185,1,1/20/22,NCAT,91,43,ALB,401,357,357,NA,1,NA,,
186,1,1/20/22,NCAT,91,43,ALB,370,445,445,430,2,NA,,
187,1,1/20/22,NCAT,91,43,ALB,350,393,393,NA,1,NA,,
188,1,1/20/22,NCAT,91,43,ALB,320,442,375,442,2,NA,,
189,1,1/20/22,NCAT,96,30,ALB,485,2301,2301,NA,1,NA,,
190,1,1/20/22,NCAT,127,65,ALB,439,390,390,389,2,NA,,
191,1,1/20/22,NCAT,127,65,ALB,333,414,414,NA,1,NA,,
192,1,1/20/22,NCAT,127,65,ALB,407,431,431,NA,1,NA,,
193,1,1/20/22,NCAT,127,65,ALB,307,443,443,NA,1,NA,,
194,1,1/20/22,NCAT,127,65,ALB,439,435,435,NA,1,NA,,
195,1,1/20/22,NCAT,127,65,ALB,395,428,404,428,2,NA,,
196,1,1/20/22,NCAT,127,65,ALB,335,437,437,NA,1,NA,,
197,1,1/20/22,NCAT,127,65,ALB,425,415,415,NA,1,NA,,
198,1,1/20/22,NCAT,127,65,ALB,525,1040,1039,1040,2,NA,,
199,1,1/20/22,NCAT,127,65,ALB,402,448,448,NA,1,NA,,
200,1,1/21/22,NCAT,40,115,ALB,435,377,364,377,2,NA,,
201,1,1/21/22,NCAT,40,115,ALB,410,1092,1092,NA,1,NA,,
202,1,1/21/22,NCAT,40,115,ALB,459,410,410,NA,1,NA,,
203,1,1/21/22,NCAT,40,115,ALB,379,1098,1091,1098,2,NA,,
204,1,1/21/22,NCAT,35,47,ALB,456,413,413,NA,1,NA,,
205,1,1/21/22,NCAT,40,115,ALB,447,439,439,NA,1,NA,,
206,1,1/21/22,NCAT,40,115,ALB,450,1100,1081,1100,2,NA,,
207,1,1/21/22,NCAT,35,47,ALB,362,421,421,NA,1,NA,,
208,1,1/21/22,NCAT,35,47,ALB,406,436,412,436,2,NA,,
209,1,1/21/22,NCAT,35,47,ALB,378,1061,1061,NA,1,NA,,
210,1,1/21/22,NCAT,35,47,ALB,427,411,411,NA,1,NA,,
211,1,1/21/22,NCAT,35,47,ALB,434,422,406,422,2,NA,,
212,1,1/21/22,NCAT,35,47,ALB,436,382,382,NA,1,NA,,
213,1,1/21/22,NCAT,35,47,ALB,390,1052,1052,NA,1,NA,,
214,1,1/24/22,TJMAX,3,41:35:00,ALB,375,858,777,858,2,NA,,
215,1,1/24/22,TJMAX,3,41:35:00,ALB,304,2029,2029,NA,1,NA,,
216,1,1/24/22,TJMAX,3,41:35:00,ALB,365,803,803,NA,1,NA,,
217,1,1/24/22,TJMAX,3,41:35:00,ALB,309,821,821,NA,1,NA,,
218,1,1/24/22,TJMAX,3,41:35:00,ALB,381,1336,1336,1328,2,NA,,
219,1,1/24/22,TJMAX,3,41:35:00,ALB,314,1350,1350,NA,1,NA,,
220,1,1/24/22,TJMAX,199,40:41:00,ALB,352,880,832,880,2,NA,,
221,1,1/25/22,TJMAX,202,45:26:00,ALB,301,1323,1323,NA,1,NA,,
222,1,1/25/22,TJMAX,202,45:26:00,ALB,395,985,985,974,2,NA,,
223,1,1/25/22,TJMAX,202,45:26:00,ALB,365,2047,2047,NA,1,NA,,
224,1,1/25/22,TJMAX,203,44:46:00,ALB,324,2027,2027,NA,1,NA,,
225,1,1/25/22,TJMAX,83,38:07:00,ALB,432,1301,1301,NA,1,NA,,
226,1,1/25/22,NCAT,96,23,ALB,322,1168,1168,NA,1,NA,,
227,1,1/25/22,NCAT,125,46,ALB,330,1151,1151,NA,1,NA,,
228,1,1/25/22,NCAT,91,47,ALB,416,1153,1153,NA,1,NA,,
229,1,1/25/22,NCAT,91,47,ALB,439,1155,1152,1155,2,NA,,
230,1,1/25/22,NCAT,91,47,ALB,370,209,209,NA,1,NA,,
231,1,1/25/22,NCAT,91,47,ALB,350,376,376,204,2,NA,,
232,1,1/25/22,NCAT,128,68,ALB,331,419,419,NA,1,NA,,
233,1,1/25/22,NCAT,128,68,ALB,380,1200,1200,NA,1,NA,,
234,1,1/25/22,MH,41,12.8,ALB,437,315,315,NA,1,NA,,
235,1,1/25/22,MH,35,11.13,ALB,341,183,183,NA,1,NA,,
236,1,1/25/22,MH,35,11.13,ALB,382,186,185,186,2,NA,,
237,1,1/25/22,MH,35,11.13,ALB,455,301,301,NA,1,NA,,
238,1,1/25/22,MH,34,38.75,ALB,384,345,345,NA,1,NA,,
239,1,1/25/22,MH,34,38.75,ALB,462,325,325,187,2,NA,,
240,1,1/25/22,MH,34,38.75,ALB,301,200,200,NA,1,NA,,
241,1,1/25/22,MH,34,38.75,ALB,320,1125,1125,NA,1,NA,,
242,1,1/25/22,MH,34,38.75,ALB,426,193,193,NA,1,NA,,
243,1,1/25/22,MH,33,14.87,ALB,442,320,190,320,2,NA,,
244,1,1/25/22,MH,33,14.87,ALB,508,192,192,NA,1,NA,,
245,1,1/25/22,MH,33,14.87,ALB,450,330,330,317,2,NA,,
246,1,1/25/22,MH,183,16.35,ALB,327,314,314,NA,1,NA,,
247,1,1/25/22,MH,183,16.35,ALB,464,316,316,NA,1,NA,,
248,1,1/25/22,MH,183,16.35,ALB,405,326,303,326,2,NA,,
249,1,1/25/22,MH,183,16.35,ALB,373,331,331,NA,1,NA,,
250,1,1/25/22,MH,183,16.35,ALB,328,184,184,NA,1,NA,,
251,1,1/25/22,MH,23,26.81,ALB,375,343,329,343,2,NA,,
252,1,1/25/22,MH,23,26.81,ALB,305,189,189,NA,1,NA,,
253,1,1/25/22,MH,23,26.81,ALB,447,1120,1120,NA,1,NA,,
254,1,1/25/22,MH,23,26.81,ALB,423,313,307,313,2,NA,,
255,1,1/25/22,MH,23,26.81,ALB,457,2483,2483,NA,1,NA,,
256,1,1/25/22,MH,23,26.81,ALB,437,319,319,NA,1,NA,,
257,1,1/25/22,MH,184,14.43,ALB,471,310,308,310,2,NA,,
258,1,1/25/22,MH,184,14.43,ALB,418,332,332,NA,1,NA,,
259,1,1/25/22,MH,184,14.43,ALB,446,312,312,NA,1,NA,,
260,1,1/26/22,TJMAX,11,20:50,ALB,335,2018,2018,NA,1,NA,,
261,1,1/26/22,TJMAX,66,23:19,ALB,315,2038,2038,NA,1,NA,,
262,1,1/26/22,TJMAX,66,23:19,ALB,346,1320,1320,NA,1,NA,,
263,1,1/26/22,TJMAX,66,23:19,ALB,345,995,995,982,2,NA,,
264,1,1/26/22,TJMAX,66,15:22,ALB,396,984,973,984,2,NA,,
265,1,1/26/22,NCAT,90,111,ALB,377,246,244,246,2,NA,,
266,1,1/26/22,NCAT,90,111,ALB,396,1084,1084,NA,1,NA,,
267,1,1/26/22,NCAT,90,111,ALB,327,352,352,NA,1,NA,,
268,1,1/26/22,NCAT,90,111,ALB,402,1160,1160,1154,2,NA,,
269,1,1/26/22,NCAT,90,111,ALB,362,397,397,NA,1,NA,,
270,1,1/26/22,MH,4,800,ALB,431,321,321,NA,1,NA,,
271,1,1/26/22,MH,4,800,ALB,396,1127,1127,NA,1,NA,,
272,1,1/26/22,MH,204,1850,ALB,474,318,318,NA,1,NA,,
273,1,1/26/22,MH,204,1850,ALB,377,324,323,324,2,NA,,
274,1,1/26/22,MH,1,2340,ALB,390,195,195,NA,1,NA,,
275,1,1/26/22,MH,200,786,ALB,323,306,304,306,2,NA,,
276,1,1/26/22,MH,9,1455,ALB,301,1117,1117,NA,1,NA,,
277,1,1/26/22,MH,9,1455,ALB,332,2498,2498,NA,1,NA,,
278,1,1/26/22,MH,9,1455,ALB,360,322,322,302,2,NA,,
279,1,1/26/22,MH,9,1455,ALB,306,188,188,NA,1,NA,,
280,1,1/26/22,MH,9,1455,ALB,304,311,311,NA,1,NA,,
281,1,1/26/22,MH,9,1455,ALB,303,305,194,305,2,NA,,
282,1,1/26/22,MH,9,1455,ALB,302,1108,1108,NA,1,NA,,
283,1,1/27/22,TJMAX,61,28:51:00,ALB,443,971,971,957,2,NA,,
284,1,1/27/22,TJMAX,63,33:07:00,ALB,400,1393,1393,NA,1,NA,,
285,1,1/27/22,TJMAX,63,33:07:00,ALB,421,2050,2050,NA,1,NA,,
286,1,1/27/22,TJMAX,63,26:50:00,ALB,393,979,979,951,2,NA,,
287,1,1/27/22,TJMAX,63,26:50:00,ALB,443,1399,1399,NA,1,NA,,
288,1,1/27/22,TJMAX,66,30:42:00,ALB,341,1394,1394,NA,1,NA,,
289,1,1/27/22,TJMAX,66,30:42:00,ALB,313,1398,1396,1398,2,NA,,
290,1,1/27/22,TJMAX,66,30:42:00,ALB,402,959,959,NA,1,NA,,
291,1,1/27/22,NCAT,35,120,ALB,334,1062,1062,NA,1,NA,,
292,1,1/27/22,NCAT,35,120,ALB,357,2264,2264,NA,1,NA,,
293,1,1/27/22,NCAT,35,120,ALB,443,217,217,NA,1,NA,,
294,1,1/27/22,NCAT,34,58,ALB,436,1178,1178,NA,1,NA,,
295,1,1/27/22,NCAT,34,58,ALB,342,243,202,243,2,NA,,
296,1,1/27/22,NCAT,34,58,ALB,344,2284,2284,NA,1,NA,,
297,1,1/27/22,NCAT,33,45,ALB,368,1171,1171,NA,1,NA,,
298,1,1/27/22,NCAT,33,45,ALB,443,1195,1195,1194,2,NA,,
299,1,1/27/22,NCAT,33,45,ALB,476,1167,1167,NA,1,NA,,
300,1,1/27/22,NCAT,33,45,ALB,434,363,363,NA,1,NA,,
301,1,1/27/22,NCAT,33,45,ALB,464,1197,1166,1197,2,NA,,
302,1,1/27/22,NCAT,33,45,ALB,460,213,213,NA,1,NA,,
303,1,1/27/22,NCAT,33,45,ALB,461,1181,1181,NA,1,NA,,
304,1,1/27/22,MH,67,2499,ALB,430,1150,1150,NA,1,NA,,
305,1,1/27/22,MH,67,2499,ALB,353,198,198,NA,1,NA,,
306,1,1/27/22,MH,67,2499,ALB,360,338,337,338,2,NA,,
307,1,1/27/22,MH,67,2499,ALB,424,1121,1121,NA,1,NA,,
308,1,1/27/22,MH,67,2499,ALB,375,2496,2496,NA,1,NA,,
309,1,1/27/22,MH,147,3497,ALB,383,309,309,197,2,NA,,
310,1,1/27/22,MH,147,3497,ALB,422,1140,1140,NA,1,NA,,
311,1,1/27/22,MH,147,3497,ALB,382,196,196,NA,1,NA,,
312,1,1/27/22,MH,147,3497,ALB,412,1147,1146,1147,2,NA,,
313,1,1/27/22,MH,147,3497,ALB,305,191,191,NA,1,NA,,
314,1,1/27/22,MH,140,794,ALB,475,346,346,NA,1,NA,,
315,1,1/27/22,MH,83,1170,ALB,507,2500,2490,2500,2,NA,,
316,1,1/27/22,MH,83,1170,ALB,460,348,348,NA,1,NA,,
317,1,1/28/22,TJSAM,97,34:31:00,ALB,472,336,336,NA,1,NA,,
318,1,1/28/22,TJSAM,96,43:00:00,ALB,445,1113,1113,1110,2,NA,,
319,1,1/28/22,TJSAM,92,23:39,ALB,381,342,342,NA,1,NA,,
320,1,1/28/22,TJSAM,92,15:22,ALB,420,2032,2032,NA,1,NA,,
321,1,1/28/22,TJSAM,91,30:15:00,ALB,330,344,344,328,2,NA,,
322,1,1/28/22,TJSAM,91,19:51,ALB,404,1400,1400,NA,1,NA,,
323,1,1/28/22,TJSAM,91,28:46:00,ALB,470,199,199,NA,1,NA,,
324,1,1/28/22,TJSAM,175,29:30:00,ALB,348,1109,1109,1104,2,NA,,
325,1,1/28/22,NCAT,183,105,ALB,500,1054,1051,1054,2,NA,,
326,1,1/28/22,NCAT,183,105,ALB,340,1188,1188,NA,1,NA,,
327,1,1/28/22,NCAT,183,105,ALB,337,396,396,NA,1,NA,,
328,1,1/28/22,NCAT,183,105,ALB,487,2277,2261,2277,2,NA,,
329,1,1/28/22,NCAT,183,105,ALB,405,1173,1173,NA,1,NA,,
330,1,1/28/22,NCAT,NA,27,ALB,449,1057,1057,NA,1,NA,,
331,1,1/28/22,NCAT,NA,NA,ALB,376,2281,2269,2281,2,NA,,
332,1,1/28/22,NCAT,NA,40,ALB,494,1161,1161,NA,1,NA,,
333,1,1/28/22,NCAT,NA,NA,ALB,437,356,356,NA,1,NA,,
334,1,1/28/22,NCAT,NA,NA,ALB,466,1164,1164,1094,2,NA,,
335,1,1/28/22,NCAT,NA,NA,ALB,431,2297,2297,NA,1,NA,,
336,1,1/28/22,NCAT,182,47,ALB,375,1174,1174,NA,1,NA,,
